team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses,rolling_win_rate,rolling_ppg,rolling_papg,rolling_margin,trend_win_rate,trend_ppg,trend_papg,trend_margin,momentum_win_rate,momentum_ppg,momentum_papg,momentum_margin
Navy,2022,6,2,0,2,0.0,20.0,51.0,-31.0,10.0,25.5,-15.5,0,2,0,0,0.3333333333333333,13.333333333333334,19.833333333333332,-6.5,0.0,0.0,0.0,0.0,-0.5,-5.0,8.5,-13.5
Navy,2022,7,2,1,1,0.5,33.0,33.0,0.0,16.5,16.5,0.0,0,0,1,1,0.5,16.5,20.666666666666668,-4.166666666666667,0.0,0.0,0.0,0.0,0.16666666666666669,3.166666666666666,-3.333333333333332,6.5
Navy,2022,8,3,1,2,0.3333333333333333,73.0,72.0,1.0,24.33333333333333,24.0,0.3333333333333333,1,2,0,0,0.27777777777777773,16.944444444444443,22.0,-5.055555555555555,0.0,0.0,0.0,0.0,-0.041666666666666685,10.208333333333329,5.0,5.208333333333333
Navy,2022,9,4,1,3,0.25,93.0,110.0,-17.0,23.25,27.5,-4.25,1,3,0,0,0.3611111111111111,21.36111111111111,22.666666666666668,-1.3055555555555556,0.02777777777777779,8.027777777777777,2.8333333333333357,5.194444444444445,-0.11666666666666664,7.083333333333336,7.5,-0.4166666666666665
Navy,2022,10,3,1,2,0.3333333333333333,67.0,73.0,-6.0,22.33333333333333,24.33333333333333,-2.0,0,0,1,2,0.3055555555555555,23.305555555555554,25.277777777777775,-1.972222222222222,-0.02777777777777779,9.97222222222222,5.444444444444443,4.527777777777778,-0.01388888888888884,4.986111111111107,3.0833333333333286,1.9027777777777781
Navy,2022,11,5,2,3,0.4,120.0,130.0,-10.0,24.0,26.0,-2.0,2,3,0,0,0.3277777777777778,23.194444444444443,25.944444444444443,-2.75,-0.005555555555555536,9.861111111111109,6.111111111111111,3.75,0.05476190476190479,5.940476190476193,4.309523809523814,1.630952380952381
Navy,2022,12,4,1,3,0.25,77.0,93.0,-16.0,19.25,23.25,-4.0,0,0,1,3,0.3277777777777778,21.86111111111111,24.527777777777775,-2.6666666666666665,-0.005555555555555536,8.527777777777777,4.694444444444443,3.8333333333333335,-0.1020833333333333,0.44791666666666785,1.0208333333333357,-0.572916666666667
Navy,2022,15,5,2,3,0.4,94.0,107.0,-13.0,18.8,21.4,-2.6,0,0,2,3,0.35000000000000003,20.683333333333334,23.55,-2.8666666666666667,0.01666666666666672,7.35,3.7166666666666686,3.6333333333333333,0.05925925925925929,-0.05185185185185048,-0.9425925925925931,0.8907407407407404
Navy,2023,3,1,0,1,0.0,3.0,42.0,-39.0,3.0,42.0,-39.0,0,0,0,1,0.0,3.0,42.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy,2023,5,1,1,0,1.0,24.0,0.0,24.0,24.0,0.0,24.0,1,0,0,0,0.5,13.5,21.0,-7.5,0.0,0.0,0.0,0.0,1.0,21.0,-42.0,63.0
Navy,2023,6,2,1,1,0.5,54.0,44.0,10.0,27.0,22.0,5.0,1,1,0,0,0.5,18.0,21.333333333333332,-3.3333333333333335,0.0,0.0,0.0,0.0,0.0,13.5,1.0,12.5
Navy,2023,7,2,0,2,0.0,27.0,70.0,-43.0,13.5,35.0,-21.5,0,0,0,2,0.5,21.5,19.0,2.5,0.0,0.0,0.0,0.0,-0.5,-4.5,13.666666666666668,-18.166666666666668
Navy,2023,8,3,2,1,0.6666666666666666,81.0,68.0,13.0,27.0,22.666666666666668,4.333333333333333,2,1,0,0,0.38888888888888884,22.5,26.555555555555557,-4.055555555555556,0.0,0.0,0.0,0.0,0.29166666666666663,10.125,-2.083333333333332,12.208333333333332
Navy,2023,10,3,1,2,0.3333333333333333,41.0,70.0,-29.0,13.666666666666666,23.33333333333333,-9.666666666666666,0,0,1,2,0.3333333333333333,18.055555555555554,27.0,-8.944444444444445,-0.16666666666666669,0.05555555555555358,5.666666666666668,-5.611111111111111,-0.09999999999999998,-5.2333333333333325,-1.000000000000007,-4.2333333333333325
Navy,2023,11,4,2,2,0.5,87.0,85.0,2.0,21.75,21.25,0.5,2,2,0,0,0.5,20.805555555555554,22.416666666666668,-1.611111111111111,0.0,2.8055555555555536,1.0833333333333357,1.7222222222222225,0.08333333333333331,3.7222222222222214,-2.916666666666668,6.638888888888889
Navy,2023,12,5,3,2,0.6,118.0,91.0,27.0,23.6,18.2,5.4,3,2,0,0,0.4777777777777777,19.67222222222222,20.927777777777777,-1.2555555555555553,-0.02222222222222231,1.6722222222222207,-0.405555555555555,2.0777777777777784,0.17142857142857143,5.040476190476188,-5.550000000000001,10.590476190476192
Navy,2023,13,4,1,3,0.25,59.0,102.0,-43.0,14.75,25.5,-10.75,0,0,1,3,0.45,20.033333333333335,21.650000000000002,-1.6166666666666665,-0.04999999999999999,2.033333333333335,0.31666666666667,1.716666666666667,-0.2,-4.439583333333331,2.4437500000000014,-6.883333333333333
Navy,2023,15,5,1,4,0.2,73.0,161.0,-88.0,14.6,32.2,-17.6,0,0,1,4,0.35000000000000003,17.650000000000002,25.3,-7.650000000000001,-0.14999999999999997,-0.34999999999999787,3.9666666666666686,-4.316666666666668,-0.2277777777777778,-4.0962962962962965,8.872222222222227,-12.968518518518518
Navy,2024,2,2,2,0,1.0,70.0,41.0,29.0,35.0,20.5,14.5,2,0,0,0,1.0,35.0,20.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy,2024,4,3,3,0,1.0,108.0,52.0,56.0,36.0,17.333333333333332,18.666666666666668,3,0,0,0,1.0,35.5,18.916666666666664,16.583333333333336,0.0,0.0,0.0,0.0,0.0,1.0,-3.166666666666668,4.166666666666668
Navy,2024,6,1,1,0,1.0,41.0,18.0,23.0,41.0,18.0,23.0,0,0,1,0,1.0,37.333333333333336,18.61111111111111,18.722222222222225,0.0,0.0,0.0,0.0,0.0,5.5,-0.9166666666666643,6.416666666666664
Navy,2024,8,4,4,0,1.0,164.0,96.0,68.0,41.0,24.0,17.0,4,0,0,0,1.0,39.333333333333336,19.777777777777775,19.555555555555557,0.0,0.0,0.0,0.0,0.0,3.6666666666666643,5.388888888888889,-1.722222222222225
Navy,2024,9,5,5,0,1.0,215.0,113.0,102.0,43.0,22.6,20.4,5,0,0,0,1.0,41.666666666666664,21.53333333333333,20.133333333333333,0.0,0.0,0.0,0.0,0.0,4.75,2.6416666666666693,2.1083333333333307
Navy,2024,10,2,2,0,1.0,75.0,25.0,50.0,37.5,12.5,25.0,0,0,2,0,1.0,40.5,19.7,20.8,0.0,3.1666666666666643,1.0888888888888886,2.0777777777777757,0.0,-1.7000000000000028,-7.986666666666668,6.286666666666669
Navy,2024,11,3,2,1,0.6666666666666666,85.0,49.0,36.0,28.33333333333333,16.333333333333332,12.0,0,0,2,1,0.8888888888888888,36.27777777777778,17.144444444444446,19.133333333333333,-0.11111111111111116,-1.0555555555555571,-1.466666666666665,0.4111111111111079,-0.33333333333333337,-10.583333333333336,-2.822222222222223,-7.761111111111109
Navy,2024,12,6,5,1,0.8333333333333334,229.0,164.0,65.0,38.16666666666666,27.33333333333333,10.833333333333334,5,1,0,0,0.8333333333333334,34.666666666666664,18.722222222222218,15.944444444444445,-0.16666666666666663,-2.6666666666666714,0.11111111111110716,-2.7777777777777803,-0.11904761904761907,0.7619047619047521,8.580952380952375,-7.819047619047618
Navy,2024,14,4,3,1,0.75,113.0,56.0,57.0,28.25,14.0,14.25,0,0,3,1,0.75,31.58333333333333,19.222222222222218,12.361111111111112,-0.25,-5.750000000000007,0.6111111111111072,-6.3611111111111125,-0.1875,-9.25,-5.824999999999996,-3.4250000000000007
Navy,2024,16,5,4,1,0.8,147.0,76.0,71.0,29.4,15.2,14.2,0,0,4,1,0.7944444444444446,31.938888888888886,18.844444444444445,13.094444444444443,-0.20555555555555538,-5.394444444444449,0.23333333333333428,-5.627777777777782,-0.11666666666666659,-7.072222222222223,-3.9777777777777743,-3.094444444444445
Nebraska,2022,2,1,1,0,1.0,38.0,17.0,21.0,38.0,17.0,21.0,1,0,0,0,1.0,38.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska,2022,3,2,1,1,0.5,80.0,62.0,18.0,40.0,31.0,9.0,1,1,0,0,0.75,39.0,24.0,15.0,0.0,0.0,0.0,0.0,-0.5,2.0,14.0,-12.0
Nebraska,2022,5,3,1,2,0.3333333333333333,94.0,111.0,-17.0,31.33333333333333,37.0,-5.666666666666667,1,2,0,0,0.611111111111111,36.44444444444444,28.333333333333332,8.11111111111111,0.0,0.0,0.0,0.0,-0.4166666666666667,-7.666666666666671,13.0,-20.666666666666668
Nebraska,2022,6,1,0,1,0.0,28.0,31.0,-3.0,28.0,31.0,-3.0,0,0,0,1,0.27777777777777773,33.11111111111111,33.0,0.11111111111111101,0.0,0.0,0.0,0.0,-0.611111111111111,-8.444444444444443,2.666666666666668,-11.11111111111111
Nebraska,2022,7,2,1,1,0.5,42.0,44.0,-2.0,21.0,22.0,-1.0,0,0,1,1,0.27777777777777773,26.777777777777775,30.0,-3.2222222222222228,0.0,0.0,0.0,0.0,0.041666666666666685,-13.333333333333329,-7.0,-6.333333333333333
Nebraska,2022,9,4,2,2,0.5,129.0,132.0,-3.0,32.25,33.0,-0.75,2,2,0,0,0.3333333333333333,27.083333333333332,28.666666666666668,-1.5833333333333333,-0.27777777777777773,-9.36111111111111,0.3333333333333357,-9.694444444444445,0.03333333333333338,0.5833333333333357,5.399999999999999,-4.816666666666666
Nebraska,2022,10,5,2,3,0.4,138.0,158.0,-20.0,27.6,31.6,-4.0,2,3,0,0,0.4666666666666666,26.95,28.866666666666664,-1.9166666666666667,-0.14444444444444443,-9.494444444444444,0.5333333333333314,-10.027777777777777,-0.07222222222222213,-4.163888888888884,3.1000000000000014,-7.263888888888889
Nebraska,2022,11,3,1,2,0.3333333333333333,79.0,87.0,-8.0,26.33333333333333,29.0,-2.6666666666666665,0,0,1,2,0.41111111111111115,28.727777777777778,31.2,-2.472222222222222,-0.1999999999999999,-7.716666666666665,2.866666666666667,-10.583333333333332,-0.12857142857142856,-4.835714285714285,0.05714285714285694,-4.892857142857142
Nebraska,2022,12,6,2,4,0.3333333333333333,151.0,178.0,-27.0,25.166666666666668,29.666666666666668,-4.5,2,4,0,0,0.35555555555555557,26.366666666666664,30.08888888888889,-3.722222222222222,-0.2555555555555555,-10.07777777777778,1.7555555555555564,-11.833333333333332,-0.11249999999999999,-5.397916666666664,0.7166666666666686,-6.114583333333333
Nebraska,2022,13,4,1,3,0.25,82.0,121.0,-39.0,20.5,30.25,-9.75,0,0,1,3,0.3055555555555555,24.0,29.63888888888889,-5.638888888888888,-0.3055555555555555,-12.444444444444443,1.3055555555555571,-13.75,-0.18333333333333335,-9.464814814814815,1.2203703703703717,-10.685185185185185
Nebraska,2023,2,1,0,1,0.0,10.0,13.0,-3.0,10.0,13.0,-3.0,0,0,0,1,0.0,10.0,13.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska,2023,4,1,1,0,1.0,35.0,11.0,24.0,35.0,11.0,24.0,1,0,0,0,0.5,22.5,12.0,10.5,0.0,0.0,0.0,0.0,1.0,25.0,-2.0,27.0
Nebraska,2023,5,2,2,0,1.0,63.0,25.0,38.0,31.5,12.5,19.0,2,0,0,0,0.6666666666666666,25.5,12.166666666666666,13.333333333333334,0.0,0.0,0.0,0.0,0.5,9.0,0.5,8.5
Nebraska,2023,6,2,0,2,0.0,24.0,49.0,-25.0,12.0,24.5,-12.5,0,0,0,2,0.6666666666666666,26.166666666666668,16.0,10.166666666666666,0.0,0.0,0.0,0.0,-0.6666666666666666,-13.5,12.333333333333334,-25.833333333333336
Nebraska,2023,8,3,2,1,0.6666666666666666,70.0,70.0,0.0,23.33333333333333,23.33333333333333,0.0,2,1,0,0,0.5555555555555555,22.277777777777775,20.11111111111111,2.1666666666666665,0.0,0.0,0.0,0.0,0.16666666666666663,1.2083333333333286,8.083333333333329,-6.875
Nebraska,2023,9,4,3,1,0.75,87.0,79.0,8.0,21.75,19.75,2.0,3,1,0,0,0.47222222222222215,19.027777777777775,22.527777777777775,-3.5,-0.19444444444444448,-6.472222222222225,10.361111111111109,-16.833333333333336,0.21666666666666667,-0.6166666666666671,2.883333333333333,-3.5
Nebraska,2023,10,3,1,2,0.3333333333333333,44.0,56.0,-12.0,14.666666666666666,18.666666666666668,-4.0,0,0,1,2,0.5833333333333333,19.916666666666664,20.583333333333332,-0.6666666666666666,-0.08333333333333337,-5.583333333333336,8.416666666666666,-14.0,-0.2361111111111111,-7.59722222222222,1.3194444444444464,-8.916666666666668
Nebraska,2023,11,5,4,1,0.8,118.0,93.0,25.0,23.6,18.6,5.0,4,1,0,0,0.6277777777777778,20.005555555555556,19.005555555555556,1.0,-0.03888888888888886,-5.494444444444444,6.83888888888889,-12.333333333333334,0.26428571428571435,2.421428571428578,1.0642857142857167,1.3571428571428572
Nebraska,2023,12,4,1,3,0.25,61.0,76.0,-15.0,15.25,19.0,-3.75,0,0,1,3,0.4611111111111111,17.83888888888889,18.755555555555556,-0.9166666666666666,-0.20555555555555555,-7.661111111111111,6.58888888888889,-14.25,-0.31875,-6.231249999999999,1.3312500000000007,-7.5625
Nebraska,2023,13,6,4,2,0.6666666666666666,128.0,106.0,22.0,21.33333333333333,17.666666666666668,3.6666666666666665,4,2,0,0,0.5722222222222223,20.06111111111111,18.42222222222222,1.6388888888888886,-0.09444444444444433,-5.43888888888889,6.255555555555555,-11.694444444444445,0.1333333333333333,0.5444444444444407,-0.14999999999999858,0.6944444444444442
Nebraska,2024,2,2,2,0,1.0,60.0,22.0,38.0,30.0,11.0,19.0,2,0,0,0,1.0,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska,2024,3,3,3,0,1.0,88.0,32.0,56.0,29.33333333333333,10.666666666666666,18.666666666666668,3,0,0,0,1.0,29.666666666666664,10.833333333333332,18.833333333333336,0.0,0.0,0.0,0.0,0.0,-0.6666666666666714,-0.3333333333333339,-0.33333333333333215
Nebraska,2024,4,4,4,0,1.0,122.0,35.0,87.0,30.5,8.75,21.75,4,0,0,0,1.0,29.944444444444443,10.138888888888888,19.805555555555557,0.0,0.0,0.0,0.0,0.0,0.8333333333333357,-2.083333333333332,2.9166666666666643
Nebraska,2024,6,5,4,1,0.8,146.0,66.0,80.0,29.2,13.2,16.0,4,1,0,0,0.9333333333333332,29.677777777777777,10.87222222222222,18.805555555555557,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.7444444444444436,3.061111111111112,-3.805555555555557
Nebraska,2024,8,1,1,0,1.0,28.0,10.0,18.0,28.0,10.0,18.0,0,0,1,0,0.9333333333333332,29.233333333333334,10.65,18.583333333333332,0.0,0.0,0.0,0.0,0.050000000000000044,-1.7583333333333329,-0.904166666666665,-0.8541666666666679
Nebraska,2024,9,2,1,1,0.5,35.0,66.0,-31.0,17.5,33.0,-15.5,0,0,1,1,0.7666666666666666,24.900000000000002,18.733333333333334,6.166666666666667,-0.2333333333333334,-5.044444444444441,8.594444444444447,-13.63888888888889,-0.45999999999999996,-11.906666666666666,22.276666666666667,-34.18333333333334
Nebraska,2024,10,6,5,1,0.8333333333333334,160.0,73.0,87.0,26.666666666666668,12.166666666666666,14.5,5,1,0,0,0.7777777777777778,24.055555555555557,18.38888888888889,5.666666666666667,-0.2222222222222222,-5.888888888888886,8.250000000000002,-14.13888888888889,-0.04999999999999993,-0.7555555555555529,-2.269444444444444,1.5138888888888875
Nebraska,2024,12,3,1,2,0.3333333333333333,52.0,87.0,-35.0,17.333333333333332,29.0,-11.666666666666666,0,0,1,2,0.5555555555555556,20.5,24.722222222222218,-4.222222222222222,-0.4444444444444444,-9.444444444444443,14.58333333333333,-24.02777777777778,-0.5428571428571427,-9.980952380952381,14.888095238095238,-24.86904761904762
Nebraska,2024,13,7,5,2,0.7142857142857143,180.0,100.0,80.0,25.714285714285715,14.285714285714286,11.428571428571429,5,2,0,0,0.626984126984127,23.23809523809524,18.484126984126984,4.753968253968254,-0.373015873015873,-6.706349206349202,8.345238095238097,-15.051587301587304,-0.09404761904761905,-0.35238095238095113,-1.6872023809523782,1.3348214285714288
Nebraska,2024,14,4,1,3,0.25,72.0,115.0,-43.0,18.0,28.75,-10.75,0,0,1,3,0.43253968253968256,20.34920634920635,24.01190476190476,-3.6626984126984126,-0.5674603174603174,-9.595238095238091,13.873015873015872,-23.46825396825397,-0.5478835978835979,-8.027513227513229,12.964550264550265,-20.992063492063494
Nebraska Wesleyan,2022,2,1,1,0,1.0,31.0,6.0,25.0,31.0,6.0,25.0,0,0,1,0,1.0,31.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska Wesleyan,2022,4,2,1,1,0.5,79.0,61.0,18.0,39.5,30.5,9.0,0,0,1,1,0.75,35.25,18.25,17.0,0.0,0.0,0.0,0.0,-0.5,8.5,24.5,-16.0
Nebraska Wesleyan,2022,5,1,0,1,0.0,34.0,48.0,-14.0,34.0,48.0,-14.0,0,1,0,0,0.5,34.833333333333336,28.166666666666668,6.666666666666667,0.0,0.0,0.0,0.0,-0.75,-1.25,29.75,-31.0
Nebraska Wesleyan,2022,7,3,1,2,0.3333333333333333,110.0,110.0,0.0,36.66666666666666,36.66666666666666,0.0,0,0,1,2,0.27777777777777773,36.72222222222222,38.388888888888886,-1.6666666666666667,0.0,0.0,0.0,0.0,-0.16666666666666669,1.8333333333333215,8.49999999999999,-6.666666666666667
Nebraska Wesleyan,2022,8,2,0,2,0.0,34.0,106.0,-72.0,17.0,53.0,-36.0,0,2,0,0,0.1111111111111111,29.222222222222218,45.888888888888886,-16.666666666666668,0.0,0.0,0.0,0.0,-0.4583333333333333,-18.291666666666664,22.708333333333336,-41.0
Nebraska Wesleyan,2022,9,4,1,3,0.25,110.0,175.0,-65.0,27.5,43.75,-16.25,0,0,1,3,0.19444444444444442,27.055555555555554,44.47222222222222,-17.416666666666668,-0.3055555555555556,-7.777777777777782,16.305555555555554,-24.083333333333336,-0.11666666666666664,-4.133333333333333,8.916666666666671,-13.05
Nebraska Wesleyan,2022,10,3,0,3,0.0,59.0,148.0,-89.0,19.666666666666668,49.333333333333336,-29.666666666666668,0,3,0,0,0.08333333333333333,21.38888888888889,48.69444444444445,-27.305555555555557,-0.4166666666666667,-13.444444444444446,20.527777777777782,-33.97222222222222,-0.34722222222222215,-11.277777777777775,13.013888888888893,-24.291666666666668
Nebraska Wesleyan,2022,11,5,1,4,0.2,151.0,249.0,-98.0,30.2,49.8,-19.6,0,0,1,4,0.15,25.78888888888889,47.62777777777777,-21.838888888888892,-0.35,-9.044444444444444,19.461111111111105,-28.50555555555556,-0.09761904761904755,0.8666666666666671,11.621428571428567,-10.754761904761905
Nebraska Wesleyan,2023,3,1,1,0,1.0,33.0,30.0,3.0,33.0,30.0,3.0,1,0,0,0,1.0,33.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska Wesleyan,2023,4,1,1,0,1.0,19.0,7.0,12.0,19.0,7.0,12.0,0,0,1,0,1.0,26.0,18.5,7.5,0.0,0.0,0.0,0.0,0.0,-14.0,-23.0,9.0
Nebraska Wesleyan,2023,5,2,2,0,1.0,54.0,43.0,11.0,27.0,21.5,5.5,2,0,0,0,1.0,26.333333333333332,19.5,6.833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-2.0
Nebraska Wesleyan,2023,6,2,1,1,0.5,25.0,63.0,-38.0,12.5,31.5,-19.0,0,0,1,1,0.8333333333333334,19.5,20.0,-0.5,0.0,0.0,0.0,0.0,-0.5,-13.833333333333332,12.0,-25.833333333333332
Nebraska Wesleyan,2023,7,3,3,0,1.0,89.0,53.0,36.0,29.666666666666668,17.666666666666668,12.0,3,0,0,0,0.8333333333333334,23.055555555555557,23.555555555555557,-0.5,0.0,0.0,0.0,0.0,0.125,6.791666666666668,-4.833333333333332,11.625
Nebraska Wesleyan,2023,8,3,1,2,0.3333333333333333,53.0,119.0,-66.0,17.666666666666668,39.66666666666666,-22.0,0,0,1,2,0.611111111111111,19.944444444444446,29.61111111111111,-9.666666666666666,-0.38888888888888895,-6.388888888888886,10.11111111111111,-16.5,-0.5666666666666667,-6.566666666666666,18.133333333333322,-24.7
Nebraska Wesleyan,2023,10,4,3,1,0.75,127.0,94.0,33.0,31.75,23.5,8.25,3,1,0,0,0.6944444444444443,26.361111111111114,26.944444444444443,-0.5833333333333334,-0.3055555555555557,0.02777777777778212,7.444444444444443,-7.416666666666666,-0.05555555555555547,8.61111111111111,-1.0555555555555536,9.666666666666666
Nebraska Wesleyan,2023,11,4,1,3,0.25,53.0,191.0,-138.0,13.25,47.75,-34.5,0,0,1,3,0.4444444444444444,20.88888888888889,36.97222222222222,-16.083333333333332,-0.5555555555555556,-5.444444444444443,17.47222222222222,-22.916666666666664,-0.5476190476190476,-11.11904761904762,23.3452380952381,-34.464285714285715
Nebraska Wesleyan,2024,5,1,1,0,1.0,34.0,24.0,10.0,34.0,24.0,10.0,0,0,1,0,1.0,34.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska Wesleyan,2024,6,1,0,1,0.0,25.0,41.0,-16.0,25.0,41.0,-16.0,0,1,0,0,0.5,29.5,32.5,-3.0,0.0,0.0,0.0,0.0,-1.0,-9.0,17.0,-26.0
Nebraska Wesleyan,2024,7,2,1,1,0.5,34.0,58.0,-24.0,17.0,29.0,-12.0,0,0,1,1,0.5,25.333333333333332,31.333333333333332,-6.0,0.0,0.0,0.0,0.0,0.0,-12.5,-3.5,-9.0
Nebraska Wesleyan,2024,8,2,1,1,0.5,59.0,62.0,-3.0,29.5,31.0,-1.5,1,1,0,0,0.3333333333333333,23.833333333333332,33.666666666666664,-9.833333333333334,0.0,0.0,0.0,0.0,0.0,4.166666666666668,-0.33333333333333215,4.5
Nebraska Wesleyan,2024,9,3,1,2,0.3333333333333333,48.0,79.0,-31.0,16.0,26.33333333333333,-10.333333333333334,0,0,1,2,0.4444444444444444,20.833333333333332,28.777777777777775,-7.9444444444444455,0.0,0.0,0.0,0.0,-0.16666666666666669,-10.375,-4.916666666666671,-5.458333333333334
Nebraska Wesleyan,2024,10,3,1,2,0.3333333333333333,59.0,112.0,-53.0,19.666666666666668,37.333333333333336,-17.666666666666668,1,2,0,0,0.38888888888888884,21.722222222222225,31.555555555555554,-9.833333333333334,-0.11111111111111116,-3.611111111111107,0.22222222222222143,-3.833333333333334,-0.13333333333333336,-4.633333333333333,7.0666666666666735,-11.700000000000001
Nebraska Wesleyan,2024,11,4,2,2,0.5,88.0,93.0,-5.0,22.0,23.25,-1.25,0,0,2,2,0.38888888888888884,19.222222222222225,28.972222222222218,-9.75,-0.11111111111111116,-6.111111111111107,-2.3611111111111143,-3.75,0.055555555555555525,-1.527777777777775,-8.194444444444443,6.666666666666667
Nebraska Wesleyan,2024,12,4,1,3,0.25,66.0,164.0,-98.0,16.5,41.0,-24.5,1,3,0,0,0.3611111111111111,19.38888888888889,33.861111111111114,-14.472222222222223,-0.1388888888888889,-5.944444444444443,2.527777777777782,-8.472222222222223,-0.20238095238095244,-6.809523809523807,10.726190476190478,-17.535714285714285
Nebraska-Kearney,2022,3,1,1,0,1.0,24.0,7.0,17.0,24.0,7.0,17.0,0,0,1,0,1.0,24.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska-Kearney,2022,4,1,0,1,0.0,28.0,35.0,-7.0,28.0,35.0,-7.0,0,1,0,0,0.5,26.0,21.0,5.0,0.0,0.0,0.0,0.0,-1.0,4.0,28.0,-24.0
Nebraska-Kearney,2022,5,2,1,1,0.5,66.0,41.0,25.0,33.0,20.5,12.5,1,1,0,0,0.5,28.333333333333332,20.833333333333332,7.5,0.0,0.0,0.0,0.0,0.0,7.0,-0.5,7.5
Nebraska-Kearney,2022,6,2,2,0,1.0,45.0,20.0,25.0,22.5,10.0,12.5,0,0,2,0,0.5,27.833333333333332,21.833333333333332,6.0,0.0,0.0,0.0,0.0,0.5,-5.833333333333332,-10.833333333333332,5.0
Nebraska-Kearney,2022,7,3,2,1,0.6666666666666666,104.0,61.0,43.0,34.666666666666664,20.33333333333333,14.333333333333334,2,1,0,0,0.7222222222222222,30.055555555555554,16.944444444444443,13.111111111111112,0.0,0.0,0.0,0.0,0.04166666666666663,7.791666666666664,2.2083333333333286,5.583333333333334
Nebraska-Kearney,2022,8,3,3,0,1.0,84.0,38.0,46.0,28.0,12.666666666666666,15.333333333333334,0,0,3,0,0.8888888888888888,28.388888888888886,14.33333333333333,14.055555555555557,0.38888888888888884,0.05555555555555358,-6.500000000000002,6.555555555555557,0.3666666666666667,-0.43333333333333,-5.9,5.466666666666667
Nebraska-Kearney,2022,9,4,2,2,0.5,125.0,105.0,20.0,31.25,26.25,5.0,2,2,0,0,0.7222222222222222,31.305555555555554,19.749999999999996,11.555555555555557,0.2222222222222222,2.9722222222222214,-1.0833333333333357,4.055555555555557,-0.1944444444444443,2.8888888888888893,8.666666666666668,-5.777777777777779
Nebraska-Kearney,2022,10,5,2,3,0.4,149.0,133.0,16.0,29.8,26.6,3.2,2,3,0,0,0.6333333333333333,29.683333333333334,21.83888888888889,7.844444444444445,0.1333333333333333,1.3500000000000014,1.0055555555555564,0.344444444444445,-0.2666666666666666,1.0261904761904788,7.7785714285714285,-6.752380952380952
Nebraska-Kearney,2022,11,4,4,0,1.0,150.0,55.0,95.0,37.5,13.75,23.75,0,0,4,0,0.6333333333333333,32.85,22.2,10.65,0.1333333333333333,4.516666666666669,1.3666666666666671,3.1500000000000004,0.3666666666666667,8.597916666666666,-6.043749999999999,14.641666666666666
Nebraska-Kearney,2023,3,1,1,0,1.0,31.0,17.0,14.0,31.0,17.0,14.0,1,0,0,0,1.0,31.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska-Kearney,2023,4,1,0,1,0.0,21.0,24.0,-3.0,21.0,24.0,-3.0,0,0,0,1,0.5,26.0,20.5,5.5,0.0,0.0,0.0,0.0,-1.0,-10.0,7.0,-17.0
Nebraska-Kearney,2023,5,2,1,1,0.5,44.0,35.0,9.0,22.0,17.5,4.5,1,1,0,0,0.5,24.666666666666668,19.5,5.166666666666667,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,-1.0
Nebraska-Kearney,2023,6,2,0,2,0.0,35.0,57.0,-22.0,17.5,28.5,-11.0,0,0,0,2,0.16666666666666666,20.166666666666668,23.333333333333332,-3.1666666666666665,0.0,0.0,0.0,0.0,-0.5,-7.166666666666668,9.0,-16.166666666666668
Nebraska-Kearney,2023,7,3,0,3,0.0,49.0,95.0,-46.0,16.333333333333332,31.666666666666668,-15.333333333333334,0,0,0,3,0.16666666666666666,18.61111111111111,25.88888888888889,-7.277777777777779,0.0,0.0,0.0,0.0,-0.375,-6.541666666666668,9.916666666666668,-16.458333333333336
Nebraska-Kearney,2023,8,3,2,1,0.6666666666666666,71.0,56.0,15.0,23.666666666666668,18.666666666666668,5.0,2,1,0,0,0.2222222222222222,19.166666666666668,26.277777777777782,-7.111111111111112,-0.2777777777777778,-5.5,6.777777777777782,-12.277777777777779,0.36666666666666664,2.1000000000000014,-5.066666666666666,7.166666666666667
Nebraska-Kearney,2023,9,4,0,4,0.0,66.0,126.0,-60.0,16.5,31.5,-15.0,0,0,0,4,0.2222222222222222,18.833333333333332,27.277777777777782,-8.444444444444445,-0.2777777777777778,-5.833333333333336,7.777777777777782,-13.61111111111111,-0.3611111111111111,-5.416666666666668,8.61111111111111,-14.027777777777779
